#OTUID	C_2	C_34	C_36	C_49	P10_11	P10_13	P10_18	P10_54	P10_55	P10_57	P20_1	P20_3	P20_16	P20_37	P20_41	P20_52	W10_14	W10_15	W10_21	W10_31	W10_33	W10_53	W20_4	W20_8	W20_23	W20_50	W20_51	W20_56	taxonomy
1281	0	0	0	0	0	0	0	0	0	0	0	484500	489500	0	0	1239666.667	638333.3333	0	0	0	0	0	0	0	0	0	0	0	 janus kinase and microtubule-interacting protein 2 isoform 4 [Homo sapiens]
1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340000	656666.6667	515500	1160000	813666.6667	283333.3333	901500	1435000	0	1224333.333	1120000	1329666.667	 jerky protein homolog-like [Homo sapiens]
1283	3656666.667	2116666.667	2806666.667	9350000	23166666.67	1760666.667	4646666.667	3080000	3100000	5893333.333	5233333.333	2600000	4943333.333	4450000	2313333.333	3593333.333	1417333.333	828333.3333	3956666.667	5906666.667	2330000	2673333.333	2603333.333	1533333.333	926666.6667	780000	625666.6667	819333.3333	 junction plakoglobin [Homo sapiens]
1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267000	0	0	0	0	0	0	 junctophilin-1 [Homo sapiens]
1285	0	0	0	0	8285000	8652333.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 kelch-like protein 3 isoform 1 [Homo sapiens]
1286	0	0	0	0	0	0	0	0	0	0	2040000	390000	1920000	1630333.333	1863333.333	1460000	0	0	0	0	0	0	0	0	0	0	0	0	 kelch repeat and BTB domain-containing protein 11 [Homo sapiens]
1287	2740000	3056666.667	2996666.667	2986666.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800000	626666.6667	749333.3333	0	0	0	 keratin-like protein KRT222 [Homo sapiens]
1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326666.667	5163333.333	3420000	4430000	3016666.667	2060666.667	4880000	4496666.667	2430000	1710000	0	1136666.667	" keratin, type I cuticular Ha2 [Homo sapiens]"
1289	34750000	28666666.67	29833333.33	22033333.33	29700000	24100000	9450000	17676666.67	21900000	34833333.33	29433333.33	17733333.33	21600000	19900000	17300000	29733333.33	27100000	21566666.67	23200000	27333333.33	22533333.33	18386666.67	20733333.33	33833333.33	9166666.667	4770000	4820000	7293333.333	" keratin, type I cuticular Ha5 [Homo sapiens]"
1290	4775000	6066666.667	4840000	1173333.333	5373333.333	4076666.667	0	4636666.667	4113333.333	1945500	5496666.667	2403333.333	1569333.333	3040000	1714000	7140000	2251500	5313333.333	3736666.667	3138333.333	3016666.667	2350666.667	3658333.333	4866666.667	2430000	1793333.333	0	1260000	" keratin, type I cuticular Ha6 [Homo sapiens]"
1291	0	0	0	0	0	0	0	0	0	0	24200000	15900000	20466666.67	22666666.67	16100000	22810000	0	0	0	0	0	0	17566666.67	29300000	7500000	3086666.667	4820000	6180000	" keratin, type I cuticular Ha8 [Homo sapiens]"
1292	0	0	0	0	11326666.67	3943333.333	3863333.333	2290000	2500000	3150000	0	0	0	0	0	0	5176666.667	1267666.667	4273333.333	4486666.667	3663333.333	3293333.333	3.00E+06	5600000	4090000	436333.3333	153666.6667	435000	" keratin, type I cytoskeletal 12 [Homo sapiens]"
1293	98666666.67	77933333.33	90233333.33	96766666.67	1.18E+08	66833333.33	52300000	50933333.33	57866666.67	107166666.7	100433333.3	47133333.33	65333333.33	5.20E+07	49633333.33	61300000	52166666.67	50966666.67	57166666.67	70566666.67	47766666.67	50166666.67	59633333.33	56533333.33	19966666.67	14033333.33	9823333.333	15366666.67	" keratin, type I cytoskeletal 13 isoform a [Homo sapiens]"
1294	42100000	48666666.67	46966666.67	47400000	47033333.33	3.00E+07	23633333.33	25300000	25633333.33	19166666.67	43133333.33	18433333.33	26233333.33	23466666.67	21600000	32033333.33	28266666.67	21600000	25800000	29033333.33	22433333.33	17566666.67	21300000	22533333.33	16766666.67	11456666.67	2680000	8570000	" keratin, type I cytoskeletal 14 [Homo sapiens]"
1295	37233333.33	42600000	42500000	44700000	48733333.33	2.90E+07	24700000	25900000	26200000	20900000	45266666.67	20133333.33	30500000	26400000	24400000	34433333.33	27633333.33	20033333.33	25333333.33	27900000	21933333.33	17566666.67	21333333.33	21066666.67	16366666.67	11756666.67	2596666.667	9186666.667	" keratin, type I cytoskeletal 17 [Homo sapiens]"
1296	17256666.67	14750000	17233333.33	17606666.67	32600000	14633333.33	10306666.67	17500000	19666666.67	41100000	22833333.33	16996666.67	13133333.33	14100000	15300000	21933333.33	8516666.667	17400000	10370000	9433333.333	15233333.33	7956666.667	11803333.33	7656666.667	3983333.333	6386666.667	4574333.333	9316666.667	" keratin, type I cytoskeletal 18 [Homo sapiens]"
1297	450333333.3	348666666.7	389666666.7	486333333.3	518666666.7	277666666.7	265333333.3	247666666.7	2.32E+08	529333333.3	4.29E+08	198333333.3	260333333.3	237333333.3	2.21E+08	2.55E+08	224333333.3	173333333.3	281666666.7	284666666.7	2.10E+08	1.78E+08	229666666.7	1.71E+08	109500000	89200000	49800000	82866666.67	" keratin, type I cytoskeletal 19 [Homo sapiens]"
1298	86400000	57766666.67	6.80E+07	88833333.33	136333333.3	57033333.33	72700000	46633333.33	43466666.67	91233333.33	89366666.67	45500000	73066666.67	55800000	43500000	55200000	48800000	27933333.33	70300000	75700000	53800000	56266666.67	56400000	49466666.67	24433333.33	11766666.67	10590000	17666666.67	" keratin, type I cytoskeletal 20 [Homo sapiens]"
1299	0	0	0	0	363850	2940000	0	0	2083333.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" keratin, type I cytoskeletal 23 isoform 1 [Homo sapiens]"
1300	0	0	0	0	96000	108000	0	0	432000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	" keratin, type I cytoskeletal 25 [Homo sapiens]"
1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140000	1311000	394333.3333	149333.3333	0	92000	" keratin, type I cytoskeletal 27 [Homo sapiens]"
1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540000	5716666.667	4826666.667	3263333.333	3250000	2960000	3274000	6616666.667	1930000	1833333.333	0	1200000	" keratin, type I cytoskeletal 28 [Homo sapiens]"
1303	0	0	5180000	0	0	0	4820000	0	910000	0	0	0	0	0	0	0	0	0	0	4923333.333	2463333.333	2636666.667	0	0	0	0	0	0	" keratin, type I cytoskeletal 39 [Homo sapiens]"
1304	0	0	0	0	14813333.33	13196666.67	9733333.333	6800000	11206666.67	21200000	4953333.333	2883333.333	3930000	3423333.333	2683333.333	4243333.333	0	0	0	0	0	0	0	0	0	0	0	0	" keratin, type II cuticular Hb1 [Homo sapiens]"
1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333133.3333	0	0	0	0	0	0	0	" keratin, type II cuticular Hb3 [Homo sapiens]"
1306	47800000	47700000	58666666.67	64600000	64900000	48700000	41300000	39500000	38700000	76200000	0	0	0	0	0	0	31733333.33	28400000	30100000	47166666.67	28600000	27033333.33	0	0	0	0	0	0	" keratin, type II cuticular Hb4 [Homo sapiens]"
1307	33933333.33	25966666.67	29966666.67	44700000	39700000	26466666.67	21200000	19666666.67	23133333.33	30233333.33	5046666.667	2830000	3913333.333	3423333.333	2606666.667	4243333.333	4526666.667	4433333.333	3460000	7376666.667	5063333.333	3310000	4990000	4053333.333	1663333.333	1626666.667	1020333.333	1510000	" keratin, type II cuticular Hb5 [Homo sapiens]"
1308	72100000	61166666.67	86166666.67	81533333.33	108133333.3	50766666.67	83200000	53066666.67	59666666.67	131333333.3	93600000	57600000	59200000	52566666.67	49466666.67	45100000	49966666.67	57200000	85400000	112466666.7	66266666.67	61800000	67233333.33	65533333.33	55900000	24566666.67	12733333.33	35633333.33	" keratin, type II cytoskeletal 1 [Homo sapiens]"
1309	0	0	0	0	30966666.67	19900000	18100000	14400000	17800000	18666666.67	27533333.33	15633333.33	16600000	13220000	13933333.33	14633333.33	0	0	0	0	0	0	12766666.67	12570000	9243333.333	5283333.333	1993333.333	4576666.667	" keratin, type II cytoskeletal 1b [Homo sapiens]"
1310	0	0	0	0	122066666.7	47966666.67	77633333.33	53166666.67	49166666.67	1.91E+08	83966666.67	48400000	57333333.33	52233333.33	48333333.33	43733333.33	36600000	38633333.33	59033333.33	91500000	54566666.67	49400000	5.20E+07	47633333.33	40133333.33	21433333.33	11600000	30300000	" keratin, type II cytoskeletal 2 epidermal [Homo sapiens]"
1311	89500000	69400000	97300000	108933333.3	1.61E+08	72566666.67	98866666.67	72800000	72400000	220666666.7	117333333.3	65233333.33	78733333.33	70666666.67	65700000	63700000	53133333.33	53533333.33	74733333.33	117333333.3	71433333.33	63200000	70233333.33	60666666.67	48700000	28300000	14466666.67	35733333.33	" keratin, type II cytoskeletal 2 oral [Homo sapiens]"
1312	41033333.33	2.80E+07	32333333.33	48233333.33	42933333.33	28400000	22133333.33	20700000	26500000	29266666.67	37800000	1.70E+07	21466666.67	19733333.33	18566666.67	20733333.33	17300000	18566666.67	17866666.67	26666666.67	18133333.33	15066666.67	20133333.33	15833333.33	8863333.333	7616666.667	3186666.667	5770000	" keratin, type II cytoskeletal 4 [Homo sapiens]"
1313	91700000	69566666.67	98566666.67	109833333.3	161666666.7	72766666.67	99133333.33	72966666.67	74266666.67	221333333.3	0	0	0	0	0	0	53566666.67	54466666.67	74933333.33	1.18E+08	72400000	63300000	0	0	0	0	0	0	" keratin, type II cytoskeletal 5 [Homo sapiens]"
1314	0	0	0	0	1.21E+08	45966666.67	77600000	54266666.67	49166666.67	1.92E+08	83966666.67	48400000	57333333.33	52233333.33	48600000	43633333.33	36600000	37133333.33	59033333.33	91900000	54566666.67	49400000	5.20E+07	47066666.67	39766666.67	21566666.67	11600000	30300000	" keratin, type II cytoskeletal 6B [Homo sapiens]"
1315	92033333.33	69466666.67	98433333.33	109833333.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70366666.67	60966666.67	49100000	28366666.67	14900000	36266666.67	" keratin, type II cytoskeletal 6C [Homo sapiens]"
1316	79533333.33	60666666.67	88800000	97100000	0	0	0	0	0	0	109800000	61033333.33	72800000	65266666.67	62133333.33	57766666.67	47633333.33	49066666.67	69400000	107866666.7	65233333.33	58166666.67	63900000	55766666.67	46900000	26333333.33	14200000	3.40E+07	" keratin, type II cytoskeletal 73 [Homo sapiens]"
1317	24166666.67	16966666.67	21633333.33	32733333.33	30966666.67	18733333.33	17833333.33	14400000	15666666.67	18266666.67	0	0	0	0	0	0	12003333.33	11616666.67	11476666.67	16203333.33	10663333.33	8763333.333	0	0	0	0	0	0	" keratin, type II cytoskeletal 74 [Homo sapiens]"
1318	92100000	75200000	101933333.3	111433333.3	1.59E+08	80566666.67	107666666.7	78833333.33	81166666.67	173333333.3	1.22E+08	71300000	81033333.33	75133333.33	69900000	67666666.67	85833333.33	80466666.67	99333333.33	158600000	1.03E+08	88266666.67	102900000	8.70E+07	72966666.67	42526666.67	20013333.33	46846666.67	" keratin, type II cytoskeletal 75 [Homo sapiens]"
1319	0	0	0	0	121366666.7	59033333.33	89833333.33	72200000	61033333.33	1.49E+08	97033333.33	62900000	71800000	60433333.33	5.90E+07	54900000	0	0	0	0	0	0	0	0	0	0	0	0	" keratin, type II cytoskeletal 78 [Homo sapiens]"
1320	94600000	76466666.67	101133333.3	105866666.7	168666666.7	71666666.67	1.02E+08	72333333.33	77500000	2.16E+08	124333333.3	68366666.67	80566666.67	69400000	66266666.67	62366666.67	52533333.33	55533333.33	77500000	121333333.3	72866666.67	68300000	69533333.33	62666666.67	52400000	29033333.33	15100000	37366666.67	" keratin, type II cytoskeletal 79 [Homo sapiens]"
1321	5.24E+08	370333333.3	4.20E+08	538666666.7	607333333.3	3.53E+08	388333333.3	3.09E+08	3.04E+08	659666666.7	4.34E+08	2.33E+08	2.98E+08	280333333.3	247333333.3	2.66E+08	265666666.7	200333333.3	309666666.7	397333333.3	269666666.7	2.55E+08	291666666.7	2.05E+08	1.62E+08	120333333.3	71733333.33	1.25E+08	" keratin, type II cytoskeletal 8 isoform 1 [Homo sapiens]"
1322	2306666.667	10746666.67	10683333.33	2706666.667	4140000	1743333.333	1826666.667	1488333.333	3013333.333	3793333.333	2406666.667	1840000	1720000	1793333.333	1923333.333	1940000	1398333.333	1613333.333	1923333.333	2846666.667	2556666.667	1960000	1693333.333	1576666.667	1029000	753000	375000	521000	" KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 1 [Homo sapiens]"
1323	0	0	0	0	0	0	0	0	0	0	3013333.333	1803333.333	1566666.667	2176666.667	1836666.667	2099666.667	0	0	0	0	0	0	1705000	1766666.667	1268333.333	793666.6667	375000	618666.6667	" KH domain-containing, RNA-binding, signal transduction-associated protein 3 [Homo sapiens]"
1324	0	0	0	0	0	0	0	0	0	0	542500	0	361000	591000	310000	713333.3333	0	0	0	0	0	0	0	0	0	0	0	0	 KIF1-binding protein [Homo sapiens]
1325	0	0	0	0	5070000	3130000	9020000	8763333.333	4483333.333	3636666.667	3690000	5080000	3103333.333	4246666.667	4673333.333	3350000	4023333.333	10886666.67	4280000	5823333.333	2946666.667	5736666.667	3713333.333	2806666.667	1863333.333	881666.6667	1063333.333	567333.3333	 kinesin-1 heavy chain [Homo sapiens]
1326	0	0	186400	605733.3333	93750	192166.6667	156666.6667	0	78400	0	1628500	136166.6667	0	0	37666.66667	0	408500	0	1718500	1500333.333	135600	1362000	249000	147333.3333	0	0	0	22866.66667	 kinesin-like protein KIF13A isoform a [Homo sapiens]
1327	8685000	0	0	3742000	0	0	3625333.333	85333.33333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 kinesin-like protein KIF14 [Homo sapiens]
1328	0	0	0	0	938000	0	290000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 kinesin-like protein KIF16B isoform 2 [Homo sapiens]
1329	0	0	0	0	3120000	4690000	55333.33333	0	1213500	387000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 kinesin-like protein KIF17 isoform c [Homo sapiens]
1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292500	1097000	 kinesin-like protein KIF1B isoform alpha [Homo sapiens]
1331	0	0	0	0	0	0	0	0	0	1261000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 kinesin-like protein KIF20A [Homo sapiens]
1332	0	2903333.333	736000	1535000	0	0	0	0	0	0	1480000	1140000	924150	1280866.667	2353333.333	2920000	1603333.333	1923333.333	0	1465000	0	1251333.333	1090000	1175000	633800	593000	485666.6667	240166.6667	 kinesin-like protein KIF20B isoform 1 [Homo sapiens]
1333	0	0	0	0	742000	921666.6667	1420000	1526666.667	885000	2582733.333	2353333.333	2256666.667	2510000	2753333.333	2613333.333	4463333.333	1254000	1325000	2510000	2083333.333	2076666.667	0	2273333.333	0	651666.6667	755000	564333.3333	519566.6667	 kinesin-like protein KIF24 [Homo sapiens]
1334	0	0	0	0	0	7216000	656000	1206500	0	3461666.667	0	4380000	0	0	0	1830000	0	3836666.667	5163333.333	836666.6667	0	0	0	0	0	0	0	0	 kinesin-like protein KIF26B [Homo sapiens]
1335	11283333.33	1586666.667	1370000	692333.3333	567333.3333	5580000	4701666.667	6.00E+06	527000	5250000	4336333.333	825666.6667	957000	702333.3333	4872666.667	2073333.333	1140000	1131000	4415000	684500	410666.6667	4908333.333	575000	1094333.333	703666.6667	350333.3333	338000	307666.6667	 kinesin-like protein KIF2B [Homo sapiens]
1336	0	0	0	0	0	0	0	0	0	0	0	0	726666.6667	2254333.333	1370000	0	0	0	0	0	0	0	0	0	0	0	0	0	 kinesin-like protein KIF3C [Homo sapiens]
1337	4293333.333	4820000	6406666.667	6256666.667	4130000	3423333.333	9826666.667	7896666.667	4483333.333	3276666.667	3706666.667	5080000	3066666.667	3900000	4110000	3166666.667	4116666.667	10773333.33	4505000	6716666.667	2946666.667	5103333.333	0	0	0	0	0	0	 kinesin heavy chain isoform 5A [Homo sapiens]
1338	0	0	0	0	4130000	3266666.667	8913333.333	7793333.333	4483333.333	3276666.667	3690000	5086666.667	3066666.667	3900000	4110000	3166666.667	4023333.333	10940000	4695000	5796666.667	2946666.667	5103333.333	0	0	0	0	0	0	 kinesin heavy chain isoform 5C [Homo sapiens]
1339	2090000	423333.3333	2210000	1735000	1983333.333	2393333.333	302333.3333	510000	2725000	2940000	0	0	0	3586666.667	523333.3333	1850000	0	0	0	0	0	0	0	0	0	0	0	0	 kinesin light chain 1 isoform 1 [Homo sapiens]
1340	1335000	1423333.333	0	1053333.333	1960000	1220000	1015500	0	323666.6667	376666.6667	1090666.667	0	0	740500	0	2735000	0	0	0	0	0	0	1232666.667	292000	428500	414000	107250	80000	 KN motif and ankyrin repeat domain-containing protein 3 [Homo sapiens]
1341	4340000	1566666.667	1426666.667	3065000	2973333.333	1100000	2010000	2201666.667	1030000	1104000	942000	1238000	1770000	1106000	1201333.333	1068333.333	973000	1771000	4160000	2180000	1032500	1893333.333	992333.3333	2492000	693000	76333.33333	0	0	 krev interaction trapped protein 1 isoform 1 [Homo sapiens]
1342	0	0	0	0	0	0	0	0	0	0	1249000	1005333.333	547333.3333	1370000	1336666.667	1658333.333	0	0	0	0	0	0	0	0	0	0	0	0	 kynureninase isoform a [Homo sapiens]
1343	760333.3333	548666.6667	527333.3333	875333.3333	1277000	351000	627333.3333	433333.3333	714666.6667	1896000	434666.6667	547666.6667	364000	420666.6667	333333.3333	468666.6667	590333.3333	2745666.667	598666.6667	563000	400666.6667	286000	334333.3333	399333.3333	202000	172500	0	43333.33333	 kynurenine--oxoglutarate transaminase 3 isoform 1 [Homo sapiens]
1344	11666666.67	14066666.67	12606666.67	9350000	22600000	13766666.67	12966666.67	13900000	5883333.333	19200000	7390000	7463333.333	8216666.667	4500000	7066666.667	6310000	0	0	0	0	0	0	7203333.333	4450000	3500000	4543333.333	2933333.333	2823333.333	 L-lactate dehydrogenase A-like 6B [Homo sapiens]
1345	42500000	42833333.33	36433333.33	48733333.33	0	0	0	0	0	0	0	0	0	0	0	0	40433333.33	2.40E+07	27366666.67	36900000	44700000	19433333.33	0	0	0	0	0	0	 L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]
1346	44933333.33	45166666.67	38400000	52200000	84366666.67	5.00E+07	44533333.33	40700000	46966666.67	62366666.67	32400000	31266666.67	28100000	28500000	27666666.67	29866666.67	41533333.33	25666666.67	28866666.67	38766666.67	46833333.33	20200000	29900000	20100000	14233333.33	12700000	10390000	10613333.33	 L-lactate dehydrogenase A chain isoform 3 [Homo sapiens]
1347	78233333.33	84200000	76733333.33	82466666.67	126333333.3	82466666.67	69266666.67	75966666.67	79566666.67	112333333.3	61933333.33	47533333.33	56933333.33	55700000	47766666.67	51700000	66933333.33	50433333.33	61366666.67	71566666.67	63700000	39966666.67	53300000	39233333.33	29633333.33	22066666.67	14500000	19566666.67	 L-lactate dehydrogenase B chain [Homo sapiens]
1348	7616666.667	6293333.333	6230000	7276666.667	0	0	0	0	0	0	4523333.333	4716666.667	4010000	4063333.333	4033333.333	4010000	0	0	0	0	0	0	5143333.333	3253333.333	1309333.333	1028333.333	1910000	1171666.667	 L-lactate dehydrogenase C chain [Homo sapiens]
1349	49455000	4196666.667	68033333.33	2410000	3436666.667	4085000	4720000	2706666.667	2853333.333	0	2160000	2643333.333	4070000	2916666.667	3073333.333	3393333.333	2490000	2233333.333	2526666.667	4690000	3885000	2526666.667	3026666.667	1790000	2463333.333	774333.3333	25366.66667	615666.6667	 la-related protein 1 [Homo sapiens]
1350	2293333.333	4936666.667	494333.3333	2378000	1500000	3920000	2910000	4280000	4712333.333	807333.3333	0	0	0	4646666.667	0	6433333.333	4546666.667	5390000	5046666.667	4864333.333	4503333.333	6606666.667	2614000	2228666.667	2702666.667	812333.3333	382000	646666.6667	 lactotransferrin isoform 1 precursor [Homo sapiens]
1351	558000	2216333.333	338333.3333	2826666.667	0	0	0	0	0	0	391333.3333	306666.6667	412333.3333	368666.6667	227333.3333	578000	0	0	0	0	0	0	456000	1451666.667	139666.6667	187333.3333	179000	443000	 lactotransferrin isoform 2 [Homo sapiens]
1352	4616666.667	7023333.333	8016666.667	6336666.667	16466666.67	12783333.33	14283333.33	14300000	16743333.33	6940000	24533333.33	7986666.667	7766666.667	13086666.67	5216666.667	10536666.67	4573333.333	7470000	7676666.667	16433333.33	4300000	3776666.667	5883333.333	4026666.667	1039000	1420000	1163000	2711000	 lactoylglutathione lyase [Homo sapiens]
1353	0	0	0	0	4445666.667	0	353333.3333	1956000	1805333.333	491500	1506333.333	65000	343666.6667	214333.3333	0	165000	0	0	1842000	461500	235000	68666.66667	0	0	0	0	0	0	 ladinin-1 [Homo sapiens]
1354	759666.6667	957000	1198333.333	1226666.667	1556333.333	2011666.667	497666.6667	664666.6667	301000	0	3260666.667	223000	1981000	364333.3333	2909000	418666.6667	302666.6667	0	0	587000	790333.3333	517333.3333	347333.3333	0	0	162666.6667	29533.33333	0	 lambda-crystallin homolog [Homo sapiens]
1355	24466666.67	18333333.33	18766666.67	22700000	31400000	22466666.67	11920000	19700000	27266666.67	21366666.67	24466666.67	27366666.67	15066666.67	12833333.33	12333333.33	14666666.67	14500000	9693333.333	20100000	16966666.67	18866666.67	15600000	16900000	13933333.33	8083333.333	3860000	1900000	2846666.667	 lamin-B1 isoform 1 [Homo sapiens]
1356	12506666.67	9280000	11596666.67	9213333.333	14200000	10863333.33	6600000	12986666.67	12630000	9380000	10686666.67	12953333.33	7446666.667	6390000	3610000	5086666.667	7280000	4803333.333	14066666.67	8553333.333	5426666.667	9960000	7493333.333	13200000	5523333.333	1621000	400666.6667	447666.6667	 lamin-B2 [Homo sapiens]
1357	2.37E+08	1.94E+08	1.94E+08	214333333.3	218666666.7	1.60E+08	171333333.3	185333333.3	131333333.3	327666666.7	1.73E+08	1.31E+08	147666666.7	136666666.7	137666666.7	157333333.3	1.19E+08	146333333.3	164666666.7	1.83E+08	1.17E+08	128333333.3	1.24E+08	121566666.7	66766666.67	54866666.67	30933333.33	7.10E+07	 lamin isoform A [Homo sapiens]
